AP_ICAO,AP_Name,AP_IATA,AP_Country,AP_LatLong,AP_Municipality,AP_Type,AP_AltitudeFt,AP_RunwayLenM,AP_Passengers,AP_MoreInfoLink,AP_URLHome
RJOA,Hiroshima Airport,HIJ,JP,"N342610,E1325508",Hiroshima,A,1086,3000,2975385,https://en.wikipedia.org/wiki/Hiroshima_Airport,http://www.hij.airport.jp
VEBS,Biju Patnaik International Airport,BBI,IN,"N201440,E0854904",Bhubaneswar,A,138,2743,2951244,https://en.wikipedia.org/wiki/Biju_Patnaik_International_Airport,http://www.aai.aero/allAirports/bhubaneshwar_generalinfo.jsp
ZHYC,Yichang Sanxia Airport,YIH,CN,"N303323,E1112848",Yichang,A,673,2600,2948668,https://en.wikipedia.org/wiki/Yichang_Sanxia_Airport,http://www.sanxiaairport.com/
LATI,Tirana International Airport NÃ«nÃ« Tereza,TIA,AL,"N412453,E0194314",Tirana,A,108,2734,2947172,https://en.wikipedia.org/wiki/Tirana_International_Airport_NÃ«nÃ«_Tereza,http://www.tirana-airport.com
EPMO,Warsaw Modlin Airport,WMI,PL,"N522704,E0203906",Warsaw,A,341,2500,2932639,https://en.wikipedia.org/wiki/Warsaw_Modlin_Airport,http://www.modlinairport.pl/
KELP,El Paso International Airport,ELP,US,"N314826,W1062241",El Paso,A,3958,3664,2928159,https://en.wikipedia.org/wiki/El_Paso_International_Airport,http://www.elpasointernationalairport.com/
KSFB,Orlando Sanford International Airport,SFB,US,"N284640,W0811415",Orlando,A,55,3353,2922446,https://en.wikipedia.org/wiki/Orlando_Sanford_International_Airport,http://www.orlandosanfordairport.com
LTAJ,OÄŸuzeli Airport,GZT,TR,"N365652,E0372844",Gaziantep,A,NULL,3000,2922421,https://en.wikipedia.org/wiki/OÄŸuzeli_Airport,NULL
PHLI,Lihue Airport,LIH,US,"N215834,W1592020",Lihue,A,153,1981,2917880,https://en.wikipedia.org/wiki/Lihue_Airport,http://hawaii.gov/lih
PGUM,Antonio B. Won Pat International Airport,GUM,GU,"N132902,E1444749",HagÃ¥tÃ±a Guam International Airport,A,305,3662,2888598,https://en.wikipedia.org/wiki/Antonio_B._Won_Pat_International_Airport,http://www.guamairport.com
WMSA,Sultan Abdul Aziz Shah Airport,SZB,MY,"N030752,E1013253",Subang,A,89,3780,2880586,https://en.wikipedia.org/wiki/Sultan_Abdul_Aziz_Shah_Airport,NULL
OIBK,Kish International Airport,KIH,IR,"N263134,E0535849",Kish Island,A,101,3659,2878168,https://en.wikipedia.org/wiki/Kish_International_Airport,http://kishairport.ir/
VTCT,Chiang Rai International Airport,CEI,TH,"N195708,E0995258",Chiang Rai,A,1280,3000,2867289,https://en.wikipedia.org/wiki/Chiang_Rai_International_Airport,http://www.chiangraiairportthai.com/
VEPT,Lok Nayak Jayaprakash Airport,PAT,IN,"N253537,E0850531",Patna,A,170,1954,2855348,https://en.wikipedia.org/wiki/Lok_Nayak_Jayaprakash_Airport,http://www.patnaairport.com
EPWR,Copernicus Airport WrocÅ‚aw,WRO,PL,"N510610,E0165309",WrocÅ‚aw,A,404,2500,2841379,https://en.wikipedia.org/wiki/Copernicus_Airport_WrocÅ‚aw,http://airport.wroclaw.pl/en/
SBCY,Marechal Rondon International Airport,CGB,BR,"S153900,W0560703",CuiabÃ¡,A,617,2300,2838669,https://en.wikipedia.org/wiki/Marechal_Rondon_International_Airport,http://www.infraero.com.br/index.php/br/aeroportos/mato-grosso/aeroporto-internacional-marechal-rondon.html
OIAW,Ahvaz International Airport,AWZ,IR,"N312015,E0484543",Ahwaz,A,66,3398,2838040,https://en.wikipedia.org/wiki/Ahvaz_International_Airport,http://ahwaz.airport.ir/
LUKK,ChiÈ™inÄƒu International Airport,KIV,MD,"N465540,E0285551",ChiÅŸinÄƒu,A,399,3590,2828626,https://en.wikipedia.org/wiki/ChiÈ™inÄƒu_International_Airport,http://www.airport.md/homepage-en/
WAMM,Sam Ratulangi International Airport,MDC,ID,"N013257,E1245534",Manado-Celebes Island,A,266,2650,2819640,https://en.wikipedia.org/wiki/Sam_Ratulangi_International_Airport,http://www.samratulangi-airport.com/
UKKK,Kyiv International Airport (Zhuliany),IEV,UA,"N502406,E0302706",Kiev,A,587,2310,2812300,https://en.wikipedia.org/wiki/Kyiv_International_Airport_(Zhuliany),http://www.airport.kiev.ua/en/
KGRR,Gerald R. Ford International Airport,GRR,US,"N425251,W0853122",Grand Rapids,A,794,3048,2811622,https://en.wikipedia.org/wiki/Gerald_R._Ford_International_Airport,http://www.flygrandrapids.org/
KTUL,Tulsa International Airport,TUL,US,"N361154,W0955317",Tulsa,A,677,3048,2810537,https://en.wikipedia.org/wiki/Tulsa_International_Airport,http://www.tulsaairports.com/
CYTZ,Billy Bishop Toronto City Airport,YTZ,CA,"N433739,W0792346",Toronto,A,252,NULL,2800000,https://en.wikipedia.org/wiki/Billy_Bishop_Toronto_City_Airport,http://www.portstoronto.com/airport.aspx
LIEO,Olbia Costa Smeralda Airport,OLB,IT,"N405309,E0093101",Olbia (SS),A,37,2445,2790742,https://en.wikipedia.org/wiki/Olbia_Costa_Smeralda_Airport,http://www.geasar.it/eng/airport
ZSNT,Nantong Xingdong Airport,NTG,CN,"N320415,E1205834",NULL,A,NULL,2400,2771326,https://en.wikipedia.org/wiki/Nantong_Xingdong_Airport,http://www.ntcaac.com
WMKL,Langkawi International Airport,LGK,MY,"N062000,E0994400",Langkawi,A,NULL,3810,2767707,https://en.wikipedia.org/wiki/Langkawi_International_Airport,NULL
SKBQ,Ernesto Cortissoz International Airport,BAQ,CO,"N105322,W0744650",Barranquilla,A,98,3000,2754100,https://en.wikipedia.org/wiki/Ernesto_Cortissoz_International_Airport,http://www.aeropuertobaq.com/
KBHM,Birmingham-Shuttlesworth International Airport,BHM,US,"N333350,W0864508",Birmingham,L,650,3657,2705014,https://en.wikipedia.org/wiki/Birmingham-Shuttlesworth_International_Airport,http://www.flybirmingham.com
LRCL,Cluj International Airport,CLJ,RO,"N464706,E0234110",Cluj-Napoca,A,1036,2040,2699286,https://en.wikipedia.org/wiki/Cluj_International_Airport,http://www.airportcluj.ro/index.php?set_lang=en
NFFN,Nadi International Airport,NAN,FJ,"S174519,E1772635",Nadi,A,59,3273,2697504,https://en.wikipedia.org/wiki/Nadi_International_Airport,http://www.airportsfiji.com
UDYZ,Zvartnots International Airport,EVN,AM,"N400850,E0442345",Yerevan,A,2838,3850,2690727,https://en.wikipedia.org/wiki/Zvartnots_International_Airport,http://www.zvartnots.aero/
LGKO,Kos Island International Airport,KGS,GR,"N364736,E0270530",Kos Island,A,409,2400,2666307,https://en.wikipedia.org/wiki/Kos_Island_International_Airport,NULL
LIRQ,Florence Airport Peretola,FLR,IT,"N434836,E0111214",Firenze,A,125,1750,2651975,https://en.wikipedia.org/wiki/Florence_Airport_Peretola,http://www.aeroporto.firenze.it/en/
VTUD,Udon Thani International Airport,UTH,TH,"N172311,E1024717",Udon Thani,A,579,3048,2651242,https://en.wikipedia.org/wiki/Udon_Thani_International_Airport,NULL
SBEG,Eduardo Gomes International Airport,MAO,BR,"S030228,W0600302",Manaus,A,264,2700,2646400,https://en.wikipedia.org/wiki/Eduardo_Gomes_International_Airport,http://www.infraero.com.br/index.php/br/aeroportos/amazonas/aeroporto-internacional-eduardo-gomes.html
LEST,Santiago de Compostela Airport,SCQ,ES,"N425347,W0082455",Santiago de Compostela,A,1213,3200,2644925,https://en.wikipedia.org/wiki/Santiago_de_Compostela_Airport,http://www.aena-aeropuertos.es/santiago/en
WICT,Radin Inten II Airport,TKG,ID,"S051433,E1051044",Bandar Lampung,A,282,2500,2643225,https://en.wikipedia.org/wiki/Radin_Inten_II_Airport,NULL
WAHQ,Adisumarmo International Airport,SOC,ID,"S073058,E1104525",Sukarata(Solo)-Java Island,A,419,2600,2639301,https://en.wikipedia.org/wiki/Adisumarmo_International_Airport,http://www.adisumarmo-airport.com/
UHWW,Vladivostok International Airport,VVO,RU,"N432357,E1320904",Vladivostok,A,46,973,2634000,https://en.wikipedia.org/wiki/Vladivostok_International_Airport,http://vvo.aero/index.php?lang=english
VTSM,Samui Airport,USM,TH,"N093252,E1000343",Na Thon (Ko Samui Island),A,64,2100,2631710,https://en.wikipedia.org/wiki/Samui_Airport,NULL
UNKL,Yemelyanovo International Airport,KJA,RU,"N561018,E0922936",Krasnoyarsk,L,942,3700,2587000,https://en.wikipedia.org/wiki/Yemelyanovo_International_Airport,http://www.yemelyanovo.ru/en/
MGGT,La Aurora International Airport,GUA,GT,"N143454,W0903136",Guatemala City,A,4951,2987,2579123,https://en.wikipedia.org/wiki/La_Aurora_International_Airport,NULL
KDSM,Des Moines International Airport,DSM,US,"N413202,W0933947",Des Moines,A,958,2744,2578308,https://en.wikipedia.org/wiki/Des_Moines_International_Airport,http://www.dsmairport.com/
RKTU,Cheongju International Airport,CJJ,KR,"N364259,E1272956",Cheongju,A,191,2743,2571551,https://en.wikipedia.org/wiki/Cheongju_International_Airport,http://www.airport.co.kr/mbs/cheongjueng/
ZGZJ,Zhanjiang Airport,ZHA,CN,"N211303,E1102129",Zhanjiang,A,125,2400,2559507,https://en.wikipedia.org/wiki/Zhanjiang_Airport,NULL
LICA,Lamezia Terme International Airport,SUF,IT,"N385419,E0161432",Lamezia Terme (CZ),A,39,2414,2544911,https://en.wikipedia.org/wiki/Lamezia_Terme_International_Airport,http://www.sacal.it/
EDDW,Bremen Airport,BRE,DE,"N530251,E0084712",Bremen,A,14,2634,2539735,https://en.wikipedia.org/wiki/Bremen_Airport,http://www.airport-bremen.de/index.php?L=1
LDDU,Dubrovnik Airport,DBV,HR,"N423341,E0181606",Dubrovnik,A,527,3300,2539412,https://en.wikipedia.org/wiki/Dubrovnik_Airport,http://www.airport-dubrovnik.hr/index.php?lang=en
RPVK,Kalibo International Airport,KLO,PH,"N114046,E1222234",Kalibo,A,41,2300,2520168,https://en.wikipedia.org/wiki/Kalibo_International_Airport,NULL
ZSXZ,Xuzhou Guanyin Airport,XUZ,CN,"N340333,E1173318",Xuzhou,A,108,3400,2518799,https://en.wikipedia.org/wiki/Xuzhou_Guanyin_Airport,http://www.xzairport.com/
LCPH,Paphos International Airport,PFO,CY,"N344306,E0322906",Paphos,A,41,2699,2517354,https://en.wikipedia.org/wiki/Paphos_International_Airport,http://www.cyprusairports.com.cy/showpage.php?PageID=3
EGAC,George Best Belfast City Airport,BHD,GB,"N543705,W0055221",Belfast,A,15,1829,2511261,https://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport,http://www.belfastcityairport.com
YMHB,Hobart International Airport,HBA,AU,"S425012,E1473036",Hobart,A,13,2251,2510343,https://en.wikipedia.org/wiki/Hobart_International_Airport,http://www.hobartairport.com.au/
ZSWH,Weihai Dashuibo Airport,WEH,CN,"N371113,E1221344",Weihai,A,144,2600,2508155,https://en.wikipedia.org/wiki/Weihai_Dashuibo_Airport,http://airwh.com/
ROIG,New Ishigaki Airport,ISG,JP,"N242347,E1241442",Ishigaki,A,102,2000,2505886,https://en.wikipedia.org/wiki/New_Ishigaki_Airport,http://www.ishigaki-airport.co.jp/
TTPP,Piarco International Airport,POS,TT,"N103543,W0612014",Port of Spain,A,58,NULL,2504469,https://en.wikipedia.org/wiki/Piarco_International_Airport,http://www.tntairports.com/piarco/index.html
ESSB,Stockholm Bromma Airport,BMA,SE,"N592116,E0175623",Stockholm,A,47,1668,2503382,https://en.wikipedia.org/wiki/Stockholm_Bromma_Airport,http://www.swedavia.com/bromma/
ZBDS,Ordos Ejin Horo Airport,DSN,CN,"N392938,E1095143",Ordos,A,NULL,2400,2475281,https://en.wikipedia.org/wiki/Ordos_Ejin_Horo_Airport,NULL
KSAV,Savannah/Hilton Head International Airport,SAV,US,"N320739,W0811208",Savannah,A,50,NULL,2462881,https://en.wikipedia.org/wiki/Savannah/Hilton_Head_International_Airport,http://www.savannahairport.com
MMMD,Manuel Crescencio RejÃ³n International Airport,MID,MX,"N205613,W0893928",MÃ©rida,A,39,3200,2451616,https://en.wikipedia.org/wiki/Manuel_Crescencio_RejÃ³n_International_Airport,NULL
EDFH,Frankfurt-Hahn Airport,HHN,DE,"N495654,E0071551",Hahn,A,1649,3800,2443092,https://en.wikipedia.org/wiki/Frankfurt-Hahn_Airport,http://www.hahn-airport.de
FNLU,Quatro de Fevereiro Airport,LAD,AO,"S085129,E0131352",Luanda,A,243,3716,2430794,https://en.wikipedia.org/wiki/Quatro_de_Fevereiro_Airport,http://www.luandaairport.com/en
KROC,Greater Rochester International Airport,ROC,US,"N430708,W0774021",Rochester,A,559,2439,2419064,https://en.wikipedia.org/wiki/Greater_Rochester_International_Airport,http://www.monroecounty.gov/airport-index.php
VOVZ,Visakhapatnam Airport,VTZ,IN,"N174316,E0831328",Visakhapatnam,A,15,3050,2409712,https://en.wikipedia.org/wiki/Visakhapatnam_Airport,http://www.flyvizag.com/
URMM,Mineralnye Vody Airport,MRV,RU,"N441330,E0430455",Mineralnyye Vody,A,1053,3900,2408000,https://en.wikipedia.org/wiki/Mineralnye_Vody_Airport,http://mvairport.ru/
SBSG,Greater Natal International Airport,NAT,BR,"S054605,W0352234",Natal,A,NULL,3000,2403135,https://en.wikipedia.org/wiki/Greater_Natal_International_Airport,http://www.natal.aero/br/
RCMQ,Taichung Airport,RMQ,TW,"N241553,E1203716",Taichung City,A,663,3658,2394648,https://en.wikipedia.org/wiki/Taichung_Airport,http://www.tca.gov.tw/
KALB,Albany International Airport,ALB,US,"N424457,W0734807",Albany,A,285,2591,2393506,https://en.wikipedia.org/wiki/Albany_International_Airport,http://www.albanyairport.com
SLVR,Viru Viru International Airport,VVI,BO,"S173841,W0630807",Santa Cruz,A,1225,3500,2384746,https://en.wikipedia.org/wiki/Viru_Viru_International_Airport,http://www.sabsa.aero/aeropuerto-viru-viru/default.aspx
ZSYA,Yangzhou Taizhou Airport,YTY,CN,"N323342,E1194254",Yangzhou and Taizhou,A,7,2400,2384382,https://en.wikipedia.org/wiki/Yangzhou_Taizhou_Airport,http://www.yztzairport.net
RCQC,Magong Airport,MZG,TW,"N233400,E1193748",Makung City,A,NULL,3000,2380265,https://en.wikipedia.org/wiki/Magong_Airport,http://www.mkport.gov.tw/
EDDP,Leipzig/Halle Airport,LEJ,DE,"N512526,E0121411",Leipzig,A,470,3600,2355235,https://en.wikipedia.org/wiki/Leipzig/Halle_Airport,http://www.leipzig-halle-airport.de/en/index.html
ENTC,TromsÃ¸ Airport,TOS,NO,"N694053,E0185504",TromsÃ¸,A,32,2447,2340097,https://en.wikipedia.org/wiki/TromsÃ¸_Airport,https://avinor.no/en/airport/tromso-airport/
RCBS,Kinmen Airport,KNH,TW,"N242540,E1182132",Shang-I,A,93,3001,2336813,https://en.wikipedia.org/wiki/Kinmen_Airport,http://www.kma.gov.tw/
WAJJ,Sentani Airport,DJJ,ID,"S023437,E1403058",Jayapura-Papua Island,A,289,2500,2334614,https://en.wikipedia.org/wiki/Sentani_Airport,NULL
ZBLA,Hulunbuir Hailar Airport,HLD,CN,"N491218,E1194930",Hailar,A,2169,2600,2328816,https://en.wikipedia.org/wiki/Hulunbuir_Hailar_Airport,NULL
MMLO,Del BajÃ­o International Airport,BJX,MX,"N205936,W1012852",Silao,A,5956,3499,2323772,https://en.wikipedia.org/wiki/Del_BajÃ­o_International_Airport,NULL
LIBR,Brindisi - Salento Airport,BDS,IT,"N403927,E0175649",Brindisi,A,47,1796,2319648,https://en.wikipedia.org/wiki/Brindisi_-_Salento_Airport,http://www.aeroportidipuglia.it/default.asp?idlingua=2&idcontenuto=29
EICK,Cork Airport,ORK,IE,"N515029,W0082928",Cork,A,502,2133,2308507,https://en.wikipedia.org/wiki/Cork_Airport,http://www.corkairport.com
FMEE,Roland Garros Airport,RUN,RE,"S205324,E0553059",St Denis,A,66,3200,2293242,https://en.wikipedia.org/wiki/Roland_Garros_Airport,http://www.reunion.aeroport.fr/
VOCB,Coimbatore International Airport,CJB,IN,"N110136,E0770230",Coimbatore,A,1311,2990,2286704,https://en.wikipedia.org/wiki/Coimbatore_International_Airport,http://www.airportsindia.org.in/allAirports/coimbatore_generalinfo.jsp
ZGBH,Beihai Fucheng Airport,BHY,CN,"N213222,E1091738",Beihai,A,NULL,3200,2282218,https://en.wikipedia.org/wiki/Beihai_Fucheng_Airport,NULL
VISR,Srinagar Airport,SXR,IN,"N335914,E0744627",Srinagar,A,5429,3685,2281299,https://en.wikipedia.org/wiki/Srinagar_Airport,NULL
LBWN,Varna Airport,VAR,BG,"N431355,E0274931",Varna,A,230,2517,2281134,https://en.wikipedia.org/wiki/Varna_Airport,http://www.varna-airport.com
KMYR,Myrtle Beach International Airport,MYR,US,"N334047,W0785542",Myrtle Beach,A,25,NULL,2277044,https://en.wikipedia.org/wiki/Myrtle_Beach_International_Airport,http://www.flymyrtlebeach.com
MMCL,Bachigualato Federal International Airport,CUL,MX,"N244552,W1072826",CuliacÃ¡n,A,108,2300,2270834,https://en.wikipedia.org/wiki/Bachigualato_Federal_International_Airport,http://www.oma.aero/en/airports/culiacan/
OIFM,Isfahan International Airport,IFN,IR,"N324503,E0515140",Isfahan,A,5059,4397,2258806,https://en.wikipedia.org/wiki/Isfahan_International_Airport,http://isfahan.airport.ir
LGSR,Santorini (Thira) National Airport,JTR,GR,"N362357,E0252845",Santorini Island,A,127,2125,2254926,https://en.wikipedia.org/wiki/Santorini_(Thira)_National_Airport,http://www.santoriniairport.com
VICG,Chandigarh International Airport,IXC,IN,"N304024,E0764719",Chandigarh,A,1012,2744,2254296,https://en.wikipedia.org/wiki/Chandigarh_International_Airport,NULL
TFFR,Pointe-Ã -Pitre International Airport,PTP,GP,"N161551,W0613133",Pointe-Ã -Pitre Le Raizet,A,35,3500,2251216,https://en.wikipedia.org/wiki/Pointe-Ã -Pitre_International_Airport,http://www.guadeloupe.aeroport.fr/
ESKN,Stockholm Skavsta Airport,NYO,SE,"N584719,E0165444",Stockholm / NykÃ¶ping,A,140,2878,2213970,https://en.wikipedia.org/wiki/Stockholm_Skavsta_Airport,http://www.skavsta.se/
UIII,International Airport Irkutsk,IKT,RU,"N521605,E1042320",Irkutsk,A,1675,3564,2213098,https://en.wikipedia.org/wiki/International_Airport_Irkutsk,http://en.iktport.ru/
SACO,Ingeniero AeronÃ¡utico Ambrosio L.V. Taravella International Airp,COR,AR,"S311836,W0641230",Cordoba,A,1604,3200,2212939,https://en.wikipedia.org/wiki/Ingeniero_AeronÃ¡utico_Ambrosio_L.V._Taravella_International_Airport,http://www.aa2000.com.ar
ZGDY,Zhangjiajie Hehua Airport,DYG,CN,"N290611,E1102635",Dayong,A,NULL,2600,2209911,https://en.wikipedia.org/wiki/Zhangjiajie_Hehua_Airport,NULL
HEBA,Borg El Arab Airport,HBE,EG,"N305504,E0294147",Alexandria,A,177,3400,2207723,https://en.wikipedia.org/wiki/Borg_El_Arab_Airport,NULL
WBGR,Miri Airport,MYY,MY,"N041931,E1135917",Miri,A,59,2745,2195145,https://en.wikipedia.org/wiki/Miri_Airport,NULL
HSSS,Khartoum International Airport,KRT,SD,"N153522,E0323312",Khartoum,L,1265,2980,2178097,https://en.wikipedia.org/wiki/Khartoum_International_Airport,http://khairport.gov.sd/
TBPB,Grantley Adams International Airport,BGI,BB,"N130429,W0592933",Bridgetown,A,170,NULL,2170640,https://en.wikipedia.org/wiki/Grantley_Adams_International_Airport,http://www.gaia.bb/
BKPR,Pristina International Airport,PRN,XK,"N423422,E0210209",Prishtina,A,1789,2501,2165749,https://en.wikipedia.org/wiki/Pristina_International_Airport,http://www.airportpristina.com/
LWSK,"Skopje ""Alexander the Great"" Airport",SKP,MK,"N415740,E0213737",Skopje,A,781,3042,2158258,https://en.wikipedia.org/wiki/Skopje_%22Alexander_the_Great%22_Airport,http://skp.airports.com.mk
VAID,Devi Ahilyabai Holkar Airport,IDR,IN,"N224318,E0754803",Indore,A,1850,2750,2153980,https://en.wikipedia.org/wiki/Devi_Ahilyabai_Holkar_Airport,http://www.aai.aero/allAirports/indore_generalinfo.jsp
UMKK,Khrabrovo Airport,KGD,RU,"N545324,E0203533",Kaliningrad,A,42,2500,2149413,https://en.wikipedia.org/wiki/Khrabrovo_Airport,http://www.kgd.aero/
ESMS,MalmÃ¶ Airport,MMX,SE,"N553148,E0132217",MalmÃ¶,A,236,2800,2148359,https://en.wikipedia.org/wiki/MalmÃ¶_Airport,http://www.swedavia.com/malmo/
LTAU,Erkilet International Airport,ASR,TR,"N384613,E0352943",Kayseri,A,3506,3000,2147696,https://en.wikipedia.org/wiki/Erkilet_International_Airport,NULL
UHHH,Khabarovsk Novy Airport,KHV,RU,"N483141,E1351117",Khabarovsk,A,244,4000,2142000,https://en.wikipedia.org/wiki/Khabarovsk_Novy_Airport,http://www.airkhv.ru
NZQN,Queenstown Airport,ZQN,NZ,"S450116,E1684420",Queenstown,A,1171,1891,2140669,https://en.wikipedia.org/wiki/Queenstown_Airport,http://www.queenstownairport.co.nz/
KGSP,Greenville-Spartanburg International Airport,GSP,US,"N345344,W0821308",Greenville,A,964,3353,2130887,https://en.wikipedia.org/wiki/Greenville-Spartanburg_International_Airport,http://www.gspairport.com/
VEBD,Bagdogra Airport,IXB,IN,"N264052,E0881943",Siliguri,A,412,2754,2119236,https://en.wikipedia.org/wiki/Bagdogra_Airport,http://aai.aero/allAirports/bagdogra_generalinfo.jsp
GOOY,LÃ©opold SÃ©dar Senghor International Airport,DKR,SN,"N144422,W0172924",Dakar,L,85,3490,2114269,https://en.wikipedia.org/wiki/LÃ©opold_SÃ©dar_Senghor_International_Airport,http://aeroportdakar.com
VTSB,Surat Thani Airport,URT,TH,"N090757,E0990808",Surat Thani,A,286,3000,2108289,https://en.wikipedia.org/wiki/Surat_Thani_Airport,NULL
KPSP,Palm Springs International Airport,PSP,US,"N334947,W1163025",Palm Springs,A,476,3048,2100072,https://en.wikipedia.org/wiki/Palm_Springs_International_Airport,http://www.palmspringsca.gov/?page=270
