AP_ICAO,AP_Name,AP_IATA,AP_Country,AP_LatLong,AP_Municipality,AP_Type,AP_AltitudeFt,AP_RunwayLenM,AP_Passengers,AP_MoreInfoLink,AP_URLHome
UAAA,Almaty International Airport,ALA,KZ,"N432119,E0770241",Almaty,A,2234,4500,5686926,https://en.wikipedia.org/wiki/Almaty_International_Airport,http://www.alaport.com
GCFV,Fuerteventura Airport,FUE,ES,"N282710,W0135150",Fuerteventura Island,L,86,2140,5676817,https://en.wikipedia.org/wiki/Fuerteventura_Airport,http://www.aena.es/csee/Satellite/Aeropuerto-Fuerteventura/en/Home.html
LYBE,Belgrade Nikola Tesla Airport,BEG,RS,"N444910,E0201825",Belgrade,A,336,3400,5641000,https://en.wikipedia.org/wiki/Belgrade_Nikola_Tesla_Airport,http://www.beg.aero/welcome.54.html/
RJFK,Kagoshima Airport,KOJ,JP,"N314812,E1304301",Kagoshima,L,892,3000,5617997,https://en.wikipedia.org/wiki/Kagoshima_Airport,http://koj-ab.co.jp/en/
LTAF,Adana ÅžakirpaÅŸa Airport,ADA,TR,"N365855,E0351649",Adana,L,65,2750,5594630,https://en.wikipedia.org/wiki/Adana_ÅžakirpaÅŸa_Airport,http://adana.dhmi.gov.tr/
KJAX,Jacksonville International Airport,JAX,US,"N302939,W0814116",Jacksonville,L,30,3048,5591886,https://en.wikipedia.org/wiki/Jacksonville_International_Airport,http://www.flyjacksonville.com/default.aspx?sMP=JIA
FALE,King Shaka International Airport,DUR,ZA,"S293700,E0310630",Durban,A,295,3700,5527747,https://en.wikipedia.org/wiki/King_Shaka_International_Airport,http://www.acsa.co.za/home.asp?pid=5745
LGRP,Rhodes International Airport,RHO,GR,"N362419,E0280510",Rodes Island,A,19,3305,5511062,https://en.wikipedia.org/wiki/Rhodes_International_Airport,NULL
OSDI,Damascus International Airport,DAM,SY,"N332441,E0363056",Damascus,L,2020,3600,5500000,https://en.wikipedia.org/wiki/Damascus_International_Airport,NULL
LEBB,Bilbao Airport,BIO,ES,"N431804,W0025438",Bilbao,A,137,2000,5469453,https://en.wikipedia.org/wiki/Bilbao_Airport,http://www.aena-aeropuertos.es/bilbao/en
LIRP,Pisa International Airport,PSA,IT,"N434102,E0102333",Pisa,A,6,2993,5463090,https://en.wikipedia.org/wiki/Pisa_International_Airport,http://www.pisa-airport.com/
EGNT,Newcastle Airport,NCL,GB,"N550217,W0014123",Newcastle,A,266,2329,5332238,https://en.wikipedia.org/wiki/Newcastle_Airport,http://www.newcastleairport.com/
URSS,Sochi International Airport,AER,RU,"N432700,E0395724",Sochi,A,89,2200,5263275,https://en.wikipedia.org/wiki/Sochi_International_Airport,http://basel.aero/en/sochi/
UKFF,Simferopol International Airport,SIP,UA,"N450308,E0335831",Simferopol,L,639,3701,5146095,https://en.wikipedia.org/wiki/Simferopol_International_Airport,http://www.sipaero.ru/
WIPP,Sultan Mahmud Badaruddin II International Airport,PLM,ID,"S025401,E1044200",Palembang-Sumatra Island,L,121,3000,5126298,https://en.wikipedia.org/wiki/Sultan_Mahmud_Badaruddin_II_International_Airport,http://www.smbadaruddin2-airport.co.id/
CYOW,Ottawa Macdonald-Cartier International Airport,YOW,CA,"N451921,W0754002",Ottawa,A,374,3050,5110801,https://en.wikipedia.org/wiki/Ottawa_Macdonald-Cartier_International_Airport,http://yow.ca/en
WBGG,Kuching International Airport,KCH,MY,"N012913,E1102031",Kuching,A,89,3780,5095193,https://en.wikipedia.org/wiki/Kuching_International_Airport,NULL
SKCL,Alfonso Bonilla AragÃ³n International Airport,CLO,CO,"N033235,W0762253",Cali,L,3162,3000,5070963,https://en.wikipedia.org/wiki/Alfonso_Bonilla_AragÃ³n_International_Airport,http://www.aerocali.com.co/
MMSD,Los Cabos International Airport,SJD,MX,"N230906,W1094316",San JosÃ© del Cabo,A,374,3000,5065152,https://en.wikipedia.org/wiki/Los_Cabos_International_Airport,NULL
EGGP,Liverpool John Lennon Airport,LPL,GB,"N532001,W0025059",Liverpool,A,81,2285,5042312,https://en.wikipedia.org/wiki/Liverpool_John_Lennon_Airport,http://www.liverpoolairport.com
WARS,Achmad Yani International Airport,SRG,ID,"S065817,E1102226",Semarang-Java Island,A,10,2680,5038603,https://en.wikipedia.org/wiki/Achmad_Yani_International_Airport,http://www.achmadyani-airport.com/
LIBD,Bari Karol WojtyÅ‚a Airport,BRI,IT,"N410820,E0164538",Bari,A,177,3012,5030760,https://en.wikipedia.org/wiki/Bari_Karol_WojtyÅ‚a_Airport,http://aeroportidipuglia.it
PANC,Ted Stevens Anchorage International Airport,ANC,US,"N611027,W1495953",Anchorage,A,151,3780,5028775,https://en.wikipedia.org/wiki/Ted_Stevens_Anchorage_International_Airport,http://www.dot.state.ak.us/anc/
EPGD,GdaÅ„sk Lech WaÅ‚Ä™sa Airport,GDN,PL,"N542239,E0182758",GdaÅ„sk,A,489,2800,4980647,https://en.wikipedia.org/wiki/GdaÅ„sk_Lech_WaÅ‚Ä™sa_Airport,http://www.airport.gdansk.pl
KABQ,Albuquerque International Sunport,ABQ,US,"N350221,W1063640",Albuquerque,A,5355,3048,4947942,https://en.wikipedia.org/wiki/Albuquerque_International_Sunport,NULL
YBCS,Cairns Airport,CNS,AU,"S165309,E1454518",Cairns,A,10,3156,4940484,https://en.wikipedia.org/wiki/Cairns_Airport,http://www.cairnsairport.com.au
EYVI,Vilnius Airport,VNO,LT,"N543813,E0251716",Vilnius,A,646,2515,4922949,https://en.wikipedia.org/wiki/Vilnius_Airport,http://www.vilnius-airport.lt/en/
EGNX,East Midlands Airport,EMA,GB,"N524952,W0011940",Nottingham,A,306,2893,4873757,https://en.wikipedia.org/wiki/East_Midlands_Airport,http://www.eastmidlandsairport.com/
VVCR,Cam Ranh International Airport,CXR,VN,"N115953,E1091308",Nha Trang,A,40,3048,4858362,https://en.wikipedia.org/wiki/Cam_Ranh_International_Airport,http://camranh-airport.vn/
EPKT,Katowice International Airport,KTW,PL,"N502827,E0190448",Katowice,A,997,3200,4838149,https://en.wikipedia.org/wiki/Katowice_International_Airport,http://www.katowice-airport.com/
EGLC,London City Airport,LCY,GB,"N513019,E0000319",London,A,19,1508,4820292,https://en.wikipedia.org/wiki/London_City_Airport,http://www.londoncityairport.com
KBUR,Bob Hope Airport,BUR,US,"N341202,W1182132",Burbank,A,778,2099,4738459,https://en.wikipedia.org/wiki/Bob_Hope_Airport,http://www.bobhopeairport.com/
HEGN,Hurghada International Airport,HRG,EG,"N271041,E0334757",Hurghada,L,52,4000,4730232,https://en.wikipedia.org/wiki/Hurghada_International_Airport,NULL
GCXO,Tenerife-North Airport,TFN,ES,"N282858,W0162030",Tenerife Island,A,2077,3394,4704863,https://en.wikipedia.org/wiki/Tenerife-North_Airport,http://www.aena-aeropuertos.es/tenerifenorte/en
MMPR,Licenciado Gustavo DÃ­az Ordaz International Airport,PVR,MX,"N204048,W1051514",Puerto Vallarta,A,23,3100,4627800,https://en.wikipedia.org/wiki/Licenciado_Gustavo_DÃ­az_Ordaz_International_Airport,http://aeropuertosgap.com.mx/aeropuertos/puertovallarta?lang=eng
KOMA,Eppley Airfield,OMA,US,"N411804,W0955343",Omaha,A,984,2896,4611994,https://en.wikipedia.org/wiki/Eppley_Airfield,http://www.flyoma.com/
KBUF,Buffalo Niagara International Airport,BUF,US,"N425626,W0784356",Buffalo,L,728,2691,4606458,https://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport,http://www.buffaloairport.com/
KONT,Ontario International Airport,ONT,US,"N340322,W1173604",Ontario,A,944,3718,4552225,https://en.wikipedia.org/wiki/Ontario_International_Airport,http://www.lawa.org/welcomeONT.aspx
UMMS,Minsk National Airport,MSQ,BY,"N535257,E0280157",Minsk,A,669,3641,4536618,https://en.wikipedia.org/wiki/Minsk_National_Airport,http://airport.by/en
VEGT,Lokpriya Gopinath Bordoloi International Airport,GAU,IN,"N260622,E0913509",Guwahati,A,162,3110,4532827,https://en.wikipedia.org/wiki/Lokpriya_Gopinath_Bordoloi_International_Airport,http://www.aai.aero/guwahati/index.jsp
CYWG,Winnipeg James Armstrong Richardson International Airport,YWG,CA,"N495436,W0971424",Winnipeg,A,783,3353,4500000,https://en.wikipedia.org/wiki/Winnipeg_James_Armstrong_Richardson_International_Airport,http://www.waa.ca/
UACC,Astana International Airport,TSE,KZ,"N510119,E0712801",Astana,A,1165,3500,4500000,https://en.wikipedia.org/wiki/Astana_International_Airport,http://www.astanaairport.kz/
DAAG,Houari Boumediene Airport,ALG,DZ,"N364128,E0031255",Algiers,L,82,3500,4474970,https://en.wikipedia.org/wiki/Houari_Boumediene_Airport,http://www.elmatar.com/
EDDN,Nuremberg Airport,NUE,DE,"N492955,E0110441",Nuremberg,A,1046,2700,4466864,https://en.wikipedia.org/wiki/Nuremberg_Airport,http://www.airport-nuernberg.de/english
ZPJH,Xishuangbanna Gasa Airport,JHG,CN,"N215826,E1004536",Jinghong,A,1815,2200,4446247,https://en.wikipedia.org/wiki/Xishuangbanna_Gasa_Airport,NULL
ENVA,Trondheim Airport VÃ¦rnes,TRD,NO,"N632727,E0105527",Trondheim,A,56,2999,4441791,https://en.wikipedia.org/wiki/Trondheim_Airport_VÃ¦rnes,https://avinor.no/en/airport/trondheim-airport/
OPRN,Benazir Bhutto International Airport,ISB,PK,"N333659,E0730557",Islamabad,L,1688,3287,4441426,https://en.wikipedia.org/wiki/Benazir_Bhutto_International_Airport,http://www.islamabadairport.com.pk/
VIJP,Jaipur International Airport,JAI,IN,"N264927,E0754844",Jaipur,A,1263,3505,4435206,https://en.wikipedia.org/wiki/Jaipur_International_Airport,NULL
UBBB,Heydar Aliyev International Airport,GYD,AZ,"N402803,E0500248",Baku,A,10,2700,4430000,https://en.wikipedia.org/wiki/Heydar_Aliyev_International_Airport,http://www.airport.az
VILK,Chaudhary Charan Singh International Airport,LKO,IN,"N264543,E0805300",Lucknow,A,404,2800,4419851,https://en.wikipedia.org/wiki/Chaudhary_Charan_Singh_International_Airport,http://www.aai.aero/allAirports/lucknow_generalinfo.jsp
LTBS,Dalaman Airport,DLM,TR,"N364253,E0284734",Dalaman,A,20,3000,4377101,https://en.wikipedia.org/wiki/Dalaman_Airport,http://www.atmairport.aero/Dalaman_en/index.php
LIEE,Cagliari Elmas Airport,CAG,IT,"N391505,E0090315",Cagliari,A,13,2804,4370014,https://en.wikipedia.org/wiki/Cagliari_Elmas_Airport,http://www.cagliariairport.it/en/
ZULS,Lhasa Gonggar Airport,LXA,CN,"N291752,E0905443",Lhasa,A,11713,4000,4353948,https://en.wikipedia.org/wiki/Lhasa_Gonggar_Airport,NULL
OPLA,Allama Iqbal International Airport,LHE,PK,"N313117,E0742412",Lahore,A,698,2900,4318652,https://en.wikipedia.org/wiki/Allama_Iqbal_International_Airport,http://lahoreairport.com.pk
CYHZ,Halifax Stanfield International Airport,YHZ,CA,"N445247,W0633037",Halifax,A,477,3200,4316079,https://en.wikipedia.org/wiki/Halifax_Stanfield_International_Airport,http://www.hiaa.ca
FADN,Durban Air Force Base,NULL,ZA,"S295807,E0305652",Durban,A,29,2439,4310095,https://en.wikipedia.org/wiki/Durban_International_Airport,http://www.acsa.co.za/home.asp?pid=230&selAirport=kzn
MKJS,Sangster International Airport,MBJ,JM,"N183013,W0775448",Montego Bay,A,4,2653,4284558,https://en.wikipedia.org/wiki/Sangster_International_Airport,http://www.mbjairport.com/
ENZV,Stavanger Airport Sola,SVG,NO,"N585236,E0053816",Stavanger,A,29,2556,4262476,https://en.wikipedia.org/wiki/Stavanger_Airport_Sola,http://www.avinor.no/en/airport/stavanger/
VTSS,Hat Yai International Airport,HDY,TH,"N065559,E1002335",Hat Yai,A,90,3050,4256106,https://en.wikipedia.org/wiki/Hat_Yai_International_Airport,http://www.hatyaiairportthai.com/
RPMD,Francisco Bangoy International Airport,DVO,PH,"N070732,E1253846",Davao City,A,59,3000,4234667,https://en.wikipedia.org/wiki/Francisco_Bangoy_International_Airport,NULL
VOTV,Trivandrum International Airport,TRV,IN,"N082856,E0765512",Thiruvananthapuram,A,13,3400,4226118,https://en.wikipedia.org/wiki/Trivandrum_International_Airport,http://www.trivandrumairport.com/
WIOO,Supadio Airport,PNK,ID,"S000902,E1092414",Pontianak-Borneo Island,A,10,2250,4220000,https://en.wikipedia.org/wiki/Supadio_Airport,NULL
KMEM,Memphis International Airport,MEM,US,"N350233,W0895836",Memphis,A,341,3389,4196264,https://en.wikipedia.org/wiki/Memphis_International_Airport,http://www.flymemphis.com/
VTSG,Krabi Airport,KBV,TH,"N080603,E0985905",Krabi,A,82,3002,4193099,https://en.wikipedia.org/wiki/Krabi_Airport,http://minisite.aviation.go.th/home.php?site=krabi
URKK,Krasnodar International Airport,KRR,RU,"N450205,E0391014",Krasnodar,A,118,2998,4173000,https://en.wikipedia.org/wiki/Krasnodar_International_Airport,http://basel.aero/en/krasnodar/
LTCG,Trabzon Airport,TZX,TR,"N405942,E0394723",Trabzon,A,104,2640,4153532,https://en.wikipedia.org/wiki/Trabzon_Airport,http://trabzon.dhmi.gov.tr/
WADL,Lombok International Airport,LOP,ID,"S084529,E1161634",Mataram,A,319,2750,4139371,https://en.wikipedia.org/wiki/Lombok_International_Airport,http://www.lombok-airport.com/
WIBB,Sultan Syarif Kasim II International Airport,PKU,ID,"N002739,E1012638",Pekanbaru-Sumatra Island,A,104,2600,4135762,https://en.wikipedia.org/wiki/Sultan_Syarif_Kasim_II_International_Airport,http://www.sultansyarifkasim2-airport.co.id/
WIPT,Minangkabau International Airport,PDG,ID,"S004712,E1001652",Ketaping/Padang-Sumatra Island,A,18,3000,4130000,https://en.wikipedia.org/wiki/Minangkabau_International_Airport,http://www.minangkabau-airport.co.id
LIMF,Turin Airport,TRN,IT,"N451209,E0073858",Torino,A,989,3300,4084923,https://en.wikipedia.org/wiki/Turin_Airport,http://www.aeroportoditorino.it/en/hp_en.html
EGNM,Leeds Bradford Airport,LBA,GB,"N535158,W0013939",Leeds,A,681,2250,4076616,https://en.wikipedia.org/wiki/Leeds_Bradford_Airport,http://www.leedsbradfordairport.co.uk/
MUHA,JosÃ© MartÃ­ International Airport,HAV,CU,"N225921,W0822433",Havana,A,210,4000,4067980,https://en.wikipedia.org/wiki/JosÃ©_MartÃ­_International_Airport,NULL
KRNO,Reno-Tahoe International Airport,RNO,US,"N392957,W1194605",Reno,A,4415,3353,4007472,https://en.wikipedia.org/wiki/Reno-Tahoe_International_Airport,http://www.renoairport.com
WICC,Husein Sastranegara International Airport,BDO,ID,"S065402,E1073434",Bandung-Java Island,A,2436,2244,4000000,https://en.wikipedia.org/wiki/Husein_Sastranegara_International_Airport,http://www.huseinsastranegara-airport.co.id/
KCHS,Charleston International Airport,CHS,US,"N325355,W0800226",Charleston,A,46,2135,3990848,https://en.wikipedia.org/wiki/Charleston_International_Airport,http://www.chs-airport.com
ZUMY,Mianyang Nanjiao Airport,MIG,CN,"N312548,E1044424",Mianyang,A,NULL,2400,3938882,https://en.wikipedia.org/wiki/Mianyang_Nanjiao_Airport,http://www.myairport.cn
KPVD,T. F. Green Airport,PVD,US,"N414326,W0712542",Providence,A,55,2184,3937947,https://en.wikipedia.org/wiki/T._F._Green_Airport,http://www.pvdairport.com
KOKC,Will Rogers World Airport,OKC,US,"N352335,W0973630",Oklahoma City,A,1295,2377,3927335,https://en.wikipedia.org/wiki/Will_Rogers_World_Airport,http://www.flyokc.com
GMMX,Marrakesh Menara Airport,RAK,MA,"N313625,W0080211",Marrakech,A,1545,3100,3894227,https://en.wikipedia.org/wiki/Marrakesh_Menara_Airport,NULL
SKCG,Rafael NÃºÃ±ez International Airport,CTG,CO,"N102633,W0753047",Cartagena,A,4,2600,3881054,https://en.wikipedia.org/wiki/Rafael_NÃºÃ±ez_International_Airport,http://www.sacsa.com.co
WAOO,Syamsudin Noor Airport,BDJ,ID,"S032632,E1144543",Banjarmasin-Borneo Island,A,66,2500,3854561,https://en.wikipedia.org/wiki/Syamsudin_Noor_Airport,http://syamsudinnoor-airport.com/
DTMB,Monastir Habib Bourguiba International Airport,MIR,TN,"N354529,E0104517",Monastir,A,9,2903,3831924,https://en.wikipedia.org/wiki/Monastir_Habib_Bourguiba_International_Airport,http://www.habibbourguibaairport.com/
UGTB,Tbilisi International Airport,TBS,GE,"N414009,E0445717",Tbilisi,A,1624,3000,3808619,https://en.wikipedia.org/wiki/Tbilisi_International_Airport,http://www.tbilisiairport.com/
SEGU,JosÃ© JoaquÃ­n de Olmedo International Airport,GYE,EC,"S020927,W0795301",Guayaquil,A,19,2790,3784224,https://en.wikipedia.org/wiki/JosÃ©_JoaquÃ­n_de_Olmedo_International_Airport,http://www.tagsa.aero/
KLGB,Long Beach Airport,LGB,US,"N334904,W1180907",Long Beach,A,60,3049,3737571,https://en.wikipedia.org/wiki/Long_Beach_Airport,http://www.lgb.org/
KRIC,Richmond International Airport,RIC,US,"N373018,W0771910",Richmond,A,167,2744,3657479,https://en.wikipedia.org/wiki/Richmond_International_Airport,http://www.flyrichmond.com/
LFOB,Beauvais-TillÃ© Airport,BVA,FR,"N492716,E0020646",Beauvais/TillÃ©,A,359,2430,3646523,https://en.wikipedia.org/wiki/Beauvais-TillÃ©_Airport,http://www.aeroportbeauvais.com/
FIMP,Sir Seewoosagur Ramgoolam International Airport,MRU,MU,"S202548,E0574059",Port Louis,A,186,3370,3588777,https://en.wikipedia.org/wiki/Sir_Seewoosagur_Ramgoolam_International_Airport,http://mauritius-airport.atol.aero/
ELLX,Luxembourg Findel Airport,LUX,LU,"N493724,E0061216",Luxembourg,A,1234,4000,3584088,https://en.wikipedia.org/wiki/Luxembourg_Findel_Airport,http://www.lux-airport.lu
RKTN,Daegu International Airport,TAE,KR,"N355339,E1283932",Daegu,A,116,3124,3560124,https://en.wikipedia.org/wiki/Daegu_International_Airport,http://www.airport.co.kr/mbs/daegueng/
HAAB,Addis Ababa Bole International Airport,ADD,ET,"N085840,E0384758",Addis Ababa,L,7656,3800,3552448,https://en.wikipedia.org/wiki/Addis_Ababa_Bole_International_Airport,http://www.addisairport.com/
KGEG,Spokane International Airport,GEG,US,"N473712,W1173202",Spokane,A,2385,3353,3550912,https://en.wikipedia.org/wiki/Spokane_International_Airport,http://www.spokaneairports.net/
SBFL,HercÃ­lio Luz International Airport,FLN,BR,"S274013,W0483309",FlorianÃ³polis,A,16,2300,3532032,https://en.wikipedia.org/wiki/HercÃ­lio_Luz_International_Airport,http://www.infraero.com.br/index.php/br/aeroportos/santa-catarina/aeroporto-internacional-de-florianopolis.html
EKBI,Billund Airport,BLL,DK,"N554425,E0090907",Billund,A,247,3100,3515978,https://en.wikipedia.org/wiki/Billund_Airport,http://www.bll.dk/
KBOI,Boise Airport,BOI,US,"N433352,W1161323",Boise,A,2871,NULL,3513377,https://en.wikipedia.org/wiki/Boise_Airport,http://www.iflyboise.com
LTFE,Milas-Bodrum Airport,BJV,TR,"N371502,E0273951",Bodrum,A,21,3000,3509347,https://en.wikipedia.org/wiki/Milas-Bodrum_Airport,http://www.milas-bodrumairport.com/
VDSR,Siem Reap International Airport,REP,KH,"N132438,E1034847",Siem Reap,A,60,2550,3478300,https://en.wikipedia.org/wiki/Siem_Reap_International_Airport,http://www.cambodia-airports.com/index.php?airport=REP
KSDF,Louisville International Airport,SDF,US,"N381027,W0854411",Louisville,A,501,3623,3472028,https://en.wikipedia.org/wiki/Louisville_International_Airport,http://www.flylouisville.com
DNAA,Nnamdi Azikiwe International Airport,ABV,NG,"N090025,E0071547",Abuja,A,1123,3609,3462830,https://en.wikipedia.org/wiki/Nnamdi_Azikiwe_International_Airport,http://abuja.airport-authority.com/
LEMH,Menorca Airport,MAH,ES,"N395145,E0041307",Menorca Island,A,302,2100,3434615,https://en.wikipedia.org/wiki/Menorca_Airport,http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Menorca/en/
KTUS,Tucson International Airport,TUS,US,"N320658,W1105628",Tucson,A,2643,3352,3433515,https://en.wikipedia.org/wiki/Tucson_International_Airport,http://www.flytucson.com
VDPP,Phnom Penh International Airport,PNH,KH,"N113247,E1045038",Phnom Penh,A,40,3000,3388553,https://en.wikipedia.org/wiki/Phnom_Penh_International_Airport,http://www.cambodia-airports.com/index.php
KORF,Norfolk International Airport,ORF,US,"N365341,W0761204",Norfolk,A,27,2744,3380902,https://en.wikipedia.org/wiki/Norfolk_International_Airport,http://www.norfolkairport.com/
SPZO,Alejandro Velasco Astete International Airport,CUZ,PE,"S133208,W0715637",Cusco,A,10860,3397,3378094,https://en.wikipedia.org/wiki/Alejandro_Velasco_Astete_International_Airport,http://www.corpac.gob.pe
RJSS,Sendai Airport,SDJ,JP,"N380823,E1405501",Sendai,A,6,3000,3370493,https://en.wikipedia.org/wiki/Sendai_Airport,http://www.sdj-airport.com/english/index.html
LGKR,Corfu International Airport,CFU,GR,"N393607,E0195442",Kerkyra Island,A,6,2373,3364115,https://en.wikipedia.org/wiki/Corfu_International_Airport,NULL
MYNN,Lynden Pindling International Airport,NAS,BS,"N250220,W0772758",Nassau,A,16,3358,3339876,https://en.wikipedia.org/wiki/Lynden_Pindling_International_Airport,http://www.nassaulpia.com/
LDZA,Zagreb International Airport,ZAG,HR,"N454435,E0160408",Zagreb,A,353,3252,3336310,https://en.wikipedia.org/wiki/Zagreb_International_Airport,http://www.zagreb-airport.hr
ZSCG,Changzhou Benniu Airport,CZX,CN,"N315407,E1194652",Changzhou,A,NULL,2800,3327722,https://en.wikipedia.org/wiki/Changzhou_Benniu_Airport,NULL
RJFT,Kumamoto Airport,KMJ,JP,"N325014,E1305118",Kumamoto,A,632,3000,3303242,https://en.wikipedia.org/wiki/Kumamoto_Airport,http://www.kmj-ab.co.jp/eng/index.html
VVPQ,Phu Quoc International Airport,PQC,VN,"N101018,E1035928",Phu Quoc Island,A,37,3000,3300000,https://en.wikipedia.org/wiki/Phu_Quoc_International_Airport,http://phuquocairport.vn/
LBBG,Burgas Airport,BOJ,BG,"N423413,E0273055",Burgas,A,135,3200,3277229,https://en.wikipedia.org/wiki/Burgas_Airport,http://www.burgas-airport.bg/
SBBE,Val de Cans International Airport,BEL,BR,"S012305,W0482844",BelÃ©m,A,56,2800,3276718,https://en.wikipedia.org/wiki/Val_de_Cans_International_Airport,http://www.infraero.com.br/index.php/br/aeroportos/para/aeroporto-internacional-de-belem.html
URRR,Rostov-on-Don Airport,ROV,RU,"N471530,E0394906",Rostov-on-Don,A,259,2500,3236000,https://en.wikipedia.org/wiki/Rostov-on-Don_Airport,http://rnd-airport.ru/
UWUU,Ufa International Airport,UFA,RU,"N543349,E0555249",Ufa,A,449,675,3222825,https://en.wikipedia.org/wiki/Ufa_International_Airport,http://www.airportufa.ru/en/main.html
VNKT,Tribhuvan International Airport,KTM,NP,"N274147,E0852132",Kathmandu,A,4390,3050,3210000,https://en.wikipedia.org/wiki/Tribhuvan_International_Airport,http://www.tiairport.com.np/
MDPC,Punta Cana International Airport,PUJ,DO,"N183400,W0682107",Punta Cana,A,40,3100,3206874,https://en.wikipedia.org/wiki/Punta_Cana_International_Airport,http://www.puntacanainternationalairport.com/
LPMA,Madeira International Airport Cristiano Ronaldo,FNC,PT,"N324139,W0164641",Funchal,A,190,2781,3202527,https://en.wikipedia.org/wiki/Madeira_Airport,http://www.ana.pt/en-US/Aeroportos/Madeira/Funchal/Pages/default.aspx
RJFM,Miyazaki Airport,KMI,JP,"N315238,E1312656",Miyazaki,A,19,2500,3170368,https://en.wikipedia.org/wiki/Miyazaki_Airport,NULL
RJFU,Nagasaki Airport,NGS,JP,"N325501,E1295450",Nagasaki,A,8,3000,3165385,https://en.wikipedia.org/wiki/Nagasaki_Airport,NULL
UWKD,Kazan International Airport,KZN,RU,"N553624,E0491654",Kazan,A,413,3724,3141776,https://en.wikipedia.org/wiki/Kazan_International_Airport,http://www.kazan.aero/en//
PHKO,Kona International Airport,KOA,US,"N194420,W1560246",Kailua/Kona,A,47,3353,3139204,https://en.wikipedia.org/wiki/Kona_International_Airport,http://hawaii.gov/koa
WMKJ,Senai International Airport,JHB,MY,"N013826,E1034012",Senai,A,127,3800,3124799,https://en.wikipedia.org/wiki/Senai_International_Airport,http://www.senaiairport.com/
LDSP,Split Airport,SPU,HR,"N433220,E0161753",Split,A,78,2550,3124067,https://en.wikipedia.org/wiki/Split_Airport,http://www.split-airport.hr
RJBE,Kobe Airport,UKB,JP,"N343758,E1351326",Kobe,A,22,2500,3109042,https://en.wikipedia.org/wiki/Kobe_Airport,http://www.kairport.co.jp/eng/index.html
YSCB,Canberra Airport,CBR,AU,"S351825,E1491142",Canberra,A,1886,3283,3105775,https://en.wikipedia.org/wiki/Canberra_Airport,http://www.canberraairport.com.au/
SBVT,Eurico de Aguiar Salles Airport,VIX,BR,"S201529,W0401711",VitÃ³ria,A,10,1750,3096237,https://en.wikipedia.org/wiki/Eurico_de_Aguiar_Salles_Airport,NULL
OISS,Shiraz International Airport,SYZ,IR,"N293221,E0523524",Shiraz,A,4920,4272,3095468,https://en.wikipedia.org/wiki/Shiraz_International_Airport,http://shiraz.airport.ir
LIPX,Verona Villafranca Airport,VRN,IT,"N452347,E0105317",Verona,A,240,3068,3092307,https://en.wikipedia.org/wiki/Verona_Villafranca_Airport,http://www.aeroportoverona.it/
UWWW,Kurumoch International Airport,KUF,RU,"N533006,E0500918",Samara,A,477,2548,3086000,https://en.wikipedia.org/wiki/Kurumoch_International_Airport,http://uwww.aero/?passazhiram&lang=en
HLLT,Tripoli International Airport,TIP,LY,"N324010,E0130924",Tripoli,L,263,3600,3070200,https://en.wikipedia.org/wiki/Tripoli_International_Airport,NULL
VOCL,Calicut International Airport,CCJ,IN,"N110813,E0755719",Calicut,A,342,2860,3065105,https://en.wikipedia.org/wiki/Calicut_International_Airport,http://aai.aero/allAirports/calicut_general.jsp
EGPD,Aberdeen Airport,ABZ,GB,"N571209,W0021153",Aberdeen,A,215,1953,3056018,https://en.wikipedia.org/wiki/Aberdeen_Airport,http://www.aberdeenairport.com/
RJOM,Matsuyama Airport,MYJ,JP,"N334938,E1324200",Matsuyama,A,13,2500,3028693,https://en.wikipedia.org/wiki/Matsuyama_Airport,http://www.matsuyama-airport.co.jp/index.html
UTTT,Tashkent International Airport,TAS,UZ,"N411528,E0691652",Tashkent,A,1417,4000,3021642,https://en.wikipedia.org/wiki/Tashkent_International_Airport,https://www.uzairways.com/en/flights/international-airport-tashkent
SBGO,Santa Genoveva Airport,GYN,BR,"S163747,W0491336",GoiÃ¢nia,A,2450,2500,3013126,https://en.wikipedia.org/wiki/Santa_Genoveva_Airport,http://www.infraero.com.br/index.php/br/aeroportos/goias/aeroporto-de-goiania.html
LIPH,Treviso Airport,TSF,IT,"N453903,E0121152",Treviso,A,59,2420,3011633,https://en.wikipedia.org/wiki/Treviso_Airport,http://www.trevisoairport.it
LGSA,Chania International Airport,CHQ,GR,"N353154,E0240859",Souda,A,490,3347,3008687,https://en.wikipedia.org/wiki/Chania_International_Airport,NULL
EETN,Tallinn Airport,TLL,EE,"N592459,E0244757",Tallinn,A,131,3070,3007644,https://en.wikipedia.org/wiki/Tallinn_Airport,http://www.tallinn-airport.ee/eng
HESH,Sharm el-Sheikh International Airport,SSH,EG,"N275838,E0342341",Sharm el-Sheikh,L,143,3081,2985035,https://en.wikipedia.org/wiki/Sharm_el-Sheikh_International_Airport,http://sharm-el-sheikh-airport.com/
MSLP,MonseÃ±or Ã“scar Arnulfo Romero International Airport,SAL,SV,"N132627,W0890320",Santa Clara,L,102,3200,2984764,https://en.wikipedia.org/wiki/MonseÃ±or_Ã“scar_Arnulfo_Romero_International_Airport,http://www.aeropuertoelsalvador.gob.sv/
